Date,Crude Oil,Gold,Natural Gas,Silver,Copper,Corn,Soybeans,Wheat,Coffee,Cotton,Sugar,Aluminum,Platinum,Palladium,Brent Crude,Frozen Orange Juice,Micro Gold,Micro Silver,Heating Oil,RBOB Gasoline,Oat Futures,Rough Rice,Soybean Oil,Lean Hogs,Live Cattle,Feeder Cattle,Cocoa
2010-03-31,0.05146872063315344,-0.0044710719678850985,-0.19613550893125964,0.06133328062115284,0.08490130229717052,-0.08730158730158732,-0.01051524710830709,-0.0963796477495108,0.055017362858015506,-0.02493641863423035,-0.31247406839690783,,0.06618988870489262,0.10580481185425827,0.06585901342356593,-0.05812733170558748,,,0.06899103101525639,0.1112180026445333,-0.05882352941176472,-0.09046909903201783,-0.024942721287874337,0.007211454319735688,0.0692137296652986,0.09277585073597794,0.01782653411038737
2010-04-30,0.028533898384592415,0.060001728040995905,0.013181731405723207,0.06275702291966168,-0.058798620480250086,0.061594202898550776,0.05154091392136029,0.09474824038982144,-0.006977576135364871,0.027436362516989776,-0.09282700106622976,,0.06421510161136079,0.16020078862554343,0.0573156670867907,-0.007021411136840627,,,0.05723929644156445,0.03735936657858607,-0.013221153846153855,0.011461318051575908,0.007047779903028406,0.22093426869245958,0.03495598025191926,0.021507810136865535,0.08757157292017514
2010-05-31,-0.14138131270394683,0.027201064528451724,0.10739795806655184,-0.01074637377269072,-0.07205998646996925,-0.01979522184300342,-0.05229914098029309,-0.047477744807121636,-0.007026604805367431,-0.032745275670870044,-0.05714289697358277,,-0.11328861035912563,-0.16746281008829988,-0.15347673174337595,0.06363965317858677,,,-0.13471706742552214,-0.15711727143212617,-0.06942752740560287,-0.05827600161877777,-0.025142591359918698,-0.08573027557602675,-0.09407056531196722,-0.03878545994358307,-0.08175905853205323
2010-06-30,0.022441476346092504,0.027470755790686807,0.06334947945003244,0.014122005257407588,-0.05198572198298679,-0.013231197771587766,0.011463609704079003,0.009345794392523255,0.22309122494035138,0.03185503216926211,0.2706131937854843,,-0.01066304752466829,-0.03778285585454799,0.013374838395872723,0.037438812680363975,,,0.000757444319534839,0.020200067165152547,0.3350785340314135,-0.1895143962183068,-0.035362983500952794,-0.03207086192958153,0.008008820346872225,0.04265621277217946,-0.023946037099494055
2010-07-31,0.043897921663274664,-0.051224447071959056,0.06650772784003722,-0.03663435448490504,0.1263623294761118,0.1086803105151728,0.10964681075382177,0.38786008230452684,0.07369065973448041,-0.0029055431985840485,0.08541314195952077,,0.029982378785074593,0.12511252670373962,0.04226100624804774,-0.01112980705891653,,,0.030781707855241036,0.02232359646192661,0.06274509803921569,0.11930010604453867,0.09785014253593682,0.08330701926459483,0.015342482475385166,0.005970768723060127,0.06807187284035932
2010-08-31,-0.08904368652357997,0.056359567071322614,-0.22486286935872224,0.07844561315104559,0.016329041582522574,0.08084022915340539,-0.04228028503562942,0.019644180874722084,0.002836074823284074,0.08159302053063011,0.00919776739819711,,-0.03380266817453326,0.0007999877929687482,-0.04528013432730804,-0.06139153905385941,,,-0.023645188530650896,-0.10310454574108896,-0.019372693726937285,0.05021316911416385,-0.008787403282152773,-0.12438095895070023,0.04964920019819141,0.003297428050397677,-0.1271433193141378
2010-09-30,0.1119299674180716,0.047664822296416,0.014675050970093695,0.1237240710279377,0.08479614467020635,0.16784452296819796,0.09796626984126977,0.029080334423845944,0.035350678122840984,0.1695105316989003,0.2810126195980023,,0.0843452576304562,0.14158674453975317,0.10275989056357138,0.14062492722689046,,,0.12515038636624465,0.08224835255967466,0.28692380056444033,0.13351375732972492,0.13221887743738914,0.034930139011321915,-0.005655558372830938,-0.03659067027341112,0.04299481097108959
2010-10-31,0.018256834590302473,0.03769683813820657,0.04287193406297707,0.12670883052177762,0.02358754971086352,0.17397881996974274,0.10774791054890454,0.08936771458848458,0.11144492519192273,0.20234211719432493,0.15098821017263697,,0.03214284236436904,0.1292778566055799,0.010205369848142576,0.030264416007388828,,,-0.010650638364695042,0.029196014743987364,0.07602339181286544,0.14803024273776355,0.10290824151249067,-0.1488267997498559,0.022233728994114355,0.0036387890414344426,-0.006041222459132856
2010-11-30,0.03291170692781442,0.02055856231374298,0.035165853831347516,0.1475977230792218,0.02438366531245517,-0.0893470790378007,0.013866231647634564,-0.05317769130998706,-0.012288031641681463,0.0077439023164647125,-0.053914888630689384,,-0.032080201721355395,0.08657578473842875,0.03331324825296966,-0.07730365019116892,0.01988215675674998,,0.04360168105454454,0.07636010460282083,-0.07608695652173914,-0.03778162911611782,0.02738341399006594,0.042673787127897045,0.042741512790485325,0.08021759663104744,-0.008938148015731118
2010-12-31,0.08643439056367908,0.02606496432197658,0.0538278446674374,0.09668264797246162,0.16126076594292527,0.18679245283018875,0.12127916331456157,0.1657534246575343,0.1968151463169443,0.14719158446920533,0.16588021130238761,,0.07446680961950136,0.1460160836058415,0.10277004212328045,0.15516092244495305,0.025992823852098335,,0.09788940543331748,0.08299497196960681,0.1588235294117648,0.008285302593660004,0.13998025545893333,0.15537846051477544,0.04681062062082364,0.022655732151058317,0.09487734487734478
